;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Agregado
25150;Conjunto Comercial/Sala;Cinelândia;0;0;0;90;1700.0;2359.0;369.0;18.89;Apartamento
25151;Apartamento;Vila Isabel;2;1;0;72;1500.0;780.0;76.0;20.83;Apartamento
25152;Conjunto Comercial/Sala;Barra da Tijuca;0;5;0;138;4500.0;4100.0;0.0;32.61;Apartamento
25153;Apartamento;Catete;1;0;0;45;1800.0;495.0;25.0;40.0;Apartamento
25154;Apartamento;Ipanema;3;1;1;168;6500.0;2163.0;0.0;38.69;Apartamento
25155;Apartamento;Recreio dos Bandeirantes;3;2;2;242;6000.0;1569.0;0.0;24.79;Apartamento
25156;Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;631;63144.0;15155.0;0.0;100.07;Apartamento
25157;Apartamento;Ipanema;4;1;3;200;7999.0;2400.0;340.0;39.99;Apartamento
25158;Loja/Salão;Freguesia (Jacarepaguá);0;0;0;80;1600.0;0.0;354.0;20.0;Apartamento
25159;Casa;Barra da Tijuca;4;0;3;170;4500.0;0.0;0.0;26.47;Casa
25160;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;1000.0;600.0;100.0;32.26;Apartamento
25161;Apartamento;Freguesia (Jacarepaguá);2;1;1;62;1600.0;561.0;390.0;25.81;Apartamento
25162;Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;150;7000.0;3503.0;1414.0;46.67;Apartamento
25163;Apartamento;Ipanema;3;1;1;133;5900.0;1750.0;463.0;44.36;Apartamento
25164;Apartamento;Pechincha;2;1;1;59;1100.0;426.0;0.0;18.64;Apartamento
25165;Conjunto Comercial/Sala;Centro;0;0;0;126;3500.0;3195.0;0.0;27.78;Apartamento
25166;Apartamento;Barra da Tijuca;3;2;1;113;3250.0;1650.0;180.0;28.76;Apartamento
25167;Apartamento;Copacabana;1;0;0;42;3000.0;560.0;0.0;71.43;Apartamento
25168;Apartamento;Recreio dos Bandeirantes;3;2;1;112;2200.0;860.0;280.0;19.64;Apartamento
25169;Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;429;40755.0;9867.0;0.0;95.0;Apartamento
25170;Flat;Barra da Tijuca;2;1;1;80;4000.0;2112.0;210.0;50.0;Apartamento
25171;Apartamento;Penha;2;0;0;80;700.0;360.0;0.0;8.75;Apartamento
25172;Conjunto Comercial/Sala;Del Castilho;0;1;0;37;2200.0;719.0;40.0;59.46;Apartamento
25173;Conjunto Comercial/Sala;Flamengo;0;8;0;500;48000.0;15000.0;1250.0;96.0;Apartamento
25174;Apartamento;Recreio dos Bandeirantes;3;1;1;84;2500.0;700.0;20.0;29.76;Apartamento
25175;Apartamento;Jacarepaguá;2;1;0;60;1500.0;330.0;0.0;25.0;Apartamento
25176;Apartamento;Ipanema;2;1;0;70;3000.0;950.0;205.0;42.86;Apartamento
25177;Apartamento;Ipanema;3;1;2;250;10000.0;2000.0;850.0;40.0;Apartamento
25178;Apartamento;Copacabana;4;1;2;344;18000.0;3400.0;10500.0;52.33;Apartamento
25179;Prédio Inteiro;Centro;0;0;0;9200;950000.0;0.0;45508.0;103.26;Apartamento
25180;Loja/Salão;Recreio dos Bandeirantes;0;1;0;80;3800.0;1021.0;317.0;47.5;Apartamento
25181;Apartamento;Lagoa;1;1;0;75;2100.0;1250.0;341.0;28.0;Apartamento
25182;Apartamento;Barra da Tijuca;2;1;1;76;2100.0;1400.0;90.0;27.63;Apartamento
25183;Apartamento;Leblon;2;2;1;160;7500.0;3265.0;1145.0;46.88;Apartamento
25184;Conjunto Comercial/Sala;Centro;0;0;0;54;1800.0;1082.0;179.0;33.33;Apartamento
25185;Apartamento;Copacabana;5;2;3;380;9000.0;1500.0;680.0;23.68;Apartamento
25186;Apartamento;Bonsucesso;3;1;1;70;1700.0;470.0;0.0;24.29;Apartamento
25187;Apartamento;Leblon;2;0;1;52;3300.0;940.0;148.0;63.46;Apartamento
25188;Apartamento;Ipanema;2;0;0;80;3000.0;850.0;150.0;37.5;Apartamento
25189;Apartamento;Tijuca;2;1;1;78;2199.0;587.0;0.0;28.19;Apartamento
25190;Prédio Inteiro;Humaitá;0;0;0;800;44000.0;0.0;51718.0;55.0;Apartamento
25191;Apartamento;Laranjeiras;3;1;0;96;2700.0;805.0;0.0;28.12;Apartamento
25192;Apartamento;Barra da Tijuca;3;2;1;120;5900.0;3000.0;750.0;49.17;Apartamento
25193;Apartamento;Recreio dos Bandeirantes;3;3;3;190;3500.0;663.0;0.0;18.42;Apartamento
25194;Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;21;700.0;250.0;0.0;33.33;Apartamento
25195;Casa de Condomínio;Barra da Tijuca;5;3;5;300;9000.0;580.0;6800.0;30.0;Casa
25196;Apartamento;Todos os Santos;2;0;0;70;1300.0;240.0;0.0;18.57;Apartamento
25197;Apartamento;Laranjeiras;2;1;0;81;2100.0;1229.0;0.0;25.93;Apartamento
25198;Conjunto Comercial/Sala;Botafogo;0;7;0;457;50000.0;1745.0;2738.0;109.41;Apartamento
25199;Apartamento;Barra da Tijuca;2;1;1;97;3200.0;1477.0;0.0;32.99;Apartamento
25200;Loteamento/Condomínio;Jacarepaguá;0;0;0;8700;11000.0;0.0;0.0;1.26;Apartamento
25201;Apartamento;Tijuca;2;1;1;74;1500.0;880.0;0.0;20.27;Apartamento
25202;Apartamento;Copacabana;1;0;1;33;1400.0;501.0;0.0;42.42;Apartamento
25203;Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;140.0;35.0;Apartamento
25204;Conjunto Comercial/Sala;Centro;0;0;0;30;1000.0;672.0;83.0;33.33;Apartamento
25205;Apartamento;Ipanema;2;1;1;90;7000.0;2200.0;380.0;77.78;Apartamento
25206;Conjunto Comercial/Sala;Centro;0;0;0;370;7000.0;3359.0;1287.0;18.92;Apartamento
25207;Apartamento;São Conrado;2;1;0;60;2200.0;811.0;151.0;36.67;Apartamento
25208;Apartamento;Maracanã;2;1;1;50;1100.0;850.0;0.0;22.0;Apartamento
25209;Apartamento;Humaitá;2;0;1;78;3000.0;570.0;92.0;38.46;Apartamento
25210;Apartamento;Barra da Tijuca;5;3;5;231;15000.0;2400.0;470.0;64.94;Apartamento
25211;Conjunto Comercial/Sala;Centro;0;0;0;18;1300.0;545.0;84.0;72.22;Apartamento
25212;Conjunto Comercial/Sala;Pechincha;0;1;0;25;600.0;430.0;56.0;24.0;Apartamento
25213;Apartamento;Tijuca;2;1;1;75;1800.0;700.0;0.0;24.0;Apartamento
25214;Apartamento;Ipanema;3;1;2;91;18000.0;1500.0;400.0;197.8;Apartamento
25215;Apartamento;Copacabana;4;1;0;320;3500.0;2100.0;580.0;10.94;Apartamento
25216;Apartamento;Barra da Tijuca;2;1;1;80;2600.0;1385.0;187.0;32.5;Apartamento
25217;Apartamento;Leblon;3;2;1;98;5700.0;1980.0;550.0;58.16;Apartamento
25218;Quitinete;Copacabana;1;0;0;24;1300.0;430.0;0.0;54.17;Apartamento
25219;Apartamento;Ipanema;4;1;3;200;8000.0;2500.0;480.0;40.0;Apartamento
25220;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;729.0;0.0;33.33;Apartamento
25221;Apartamento;Botafogo;2;1;1;86;2900.0;950.0;0.0;33.72;Apartamento
25222;Loja/Salão;Barra da Tijuca;0;6;0;370;50000.0;10300.0;5688.0;135.14;Apartamento
25223;Apartamento;Barra da Tijuca;4;3;4;356;12000.0;4200.0;1708.0;33.71;Apartamento
25224;Loja Shopping/ Ct Comercial;Barra da Tijuca;0;3;0;180;15000.0;1620.0;14541.0;83.33;Apartamento
25225;Casa de Condomínio;Barra da Tijuca;4;6;3;681;18000.0;1907.0;1941.0;26.43;Casa
25226;Apartamento;Barra da Tijuca;1;1;0;65;2800.0;1100.0;250.0;43.08;Apartamento
25227;Quitinete;Centro;1;0;0;30;1000.0;235.0;70.0;33.33;Apartamento
25228;Conjunto Comercial/Sala;Centro;0;0;0;414;17300.0;8971.0;1086.0;41.79;Apartamento
25229;Apartamento;Copacabana;3;2;1;156;5000.0;1544.0;320.0;32.05;Apartamento
25230;Apartamento;Barra da Tijuca;2;1;1;68;2500.0;1100.0;150.0;36.76;Apartamento
25231;Quitinete;Centro;1;0;0;27;600.0;658.0;0.0;22.22;Apartamento
25232;Apartamento;Leblon;4;2;2;225;16000.0;5000.0;6500.0;71.11;Apartamento
25233;Apartamento;Leblon;3;1;0;100;4500.0;1390.0;250.0;45.0;Apartamento
25234;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;26;750.0;755.0;160.0;28.85;Apartamento
25235;Apartamento;Copacabana;3;0;1;110;3000.0;1400.0;100.0;27.27;Apartamento
25236;Apartamento;Barra da Tijuca;2;1;1;100;2400.0;927.0;0.0;24.0;Apartamento
25237;Apartamento;Botafogo;3;1;1;101;5550.0;1600.0;270.0;54.95;Apartamento
25238;Apartamento;Riachuelo;2;0;0;80;1000.0;485.0;0.0;12.5;Apartamento
25239;Casa de Vila;Ramos;2;0;0;70;1000.0;0.0;0.0;14.29;Casa
25240;Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;140;5500.0;3000.0;1000.0;39.29;Apartamento
25241;Apartamento;Copacabana;3;0;0;110;2700.0;1000.0;25.0;24.55;Apartamento
25242;Apartamento;Barra da Tijuca;3;2;1;100;2500.0;1520.0;350.0;25.0;Apartamento
25243;Apartamento;Freguesia (Jacarepaguá);2;0;0;60;1300.0;200.0;346.0;21.67;Apartamento
25244;Apartamento;Península;3;2;1;133;4500.0;2025.0;300.0;33.83;Apartamento
25245;Casa de Vila;Cascadura;1;1;0;30;750.0;30.0;0.0;25.0;Casa
25246;Apartamento;Botafogo;2;1;0;64;3500.0;917.0;152.0;54.69;Apartamento
25247;Terreno Padrão;Vargem Pequena;0;0;0;28120;8000.0;0.0;1500.0;0.28;Apartamento
25248;Apartamento;Ipanema;1;1;0;45;4000.0;2425.0;271.0;88.89;Apartamento
25249;Loja/Salão;Lapa;0;0;0;360;9800.0;0.0;80.0;27.22;Apartamento
25250;Apartamento;Méier;2;0;0;54;1000.0;400.0;16.0;18.52;Apartamento
25251;Apartamento;Tijuca;3;0;0;92;2000.0;831.0;0.0;21.74;Apartamento
25252;Galpão/Depósito/Armazém;Pechincha;0;0;0;179;8000.0;0.0;0.0;44.69;Apartamento
25253;Apartamento;Copacabana;1;0;0;45;1400.0;737.0;56.0;31.11;Apartamento
25254;Apartamento;Copacabana;4;1;0;320;4500.0;1980.0;520.0;14.06;Apartamento
25255;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;80;2000.0;2020.0;573.0;25.0;Apartamento
25256;Conjunto Comercial/Sala;Pilares;0;1;0;30;800.0;660.0;0.0;26.67;Apartamento
25257;Casa;Jardim Botânico;4;4;4;845;35000.0;0.0;1794.0;41.42;Casa
25258;Prédio Inteiro;Catete;0;3;0;335;40200.0;6700.0;0.0;120.0;Apartamento
25259;Apartamento;Centro;1;0;0;31;850.0;560.0;115.0;27.42;Apartamento
25260;Apartamento;Gávea;1;1;1;79;3600.0;984.0;258.0;45.57;Apartamento
25261;Casa de Condomínio;Recreio dos Bandeirantes;2;0;0;45;2100.0;450.0;0.0;46.67;Casa
25262;Conjunto Comercial/Sala;Centro;0;0;0;148;5000.0;1300.0;604.0;33.78;Apartamento
25263;Apartamento;Jardim Botânico;3;1;0;80;3800.0;1050.0;0.0;47.5;Apartamento
25264;Apartamento;Todos os Santos;2;0;0;60;1100.0;370.0;20.0;18.33;Apartamento
25265;Apartamento;Barra da Tijuca;5;3;3;365;10000.0;1650.0;750.0;27.4;Apartamento
25266;Apartamento;Barra da Tijuca;4;2;1;140;3800.0;1660.0;317.0;27.14;Apartamento
25267;Apartamento;Botafogo;2;1;1;90;3500.0;1100.0;0.0;38.89;Apartamento
25268;Apartamento;Centro;1;0;0;41;1100.0;390.0;24.0;26.83;Apartamento
25269;Apartamento;Ipanema;4;2;3;350;25000.0;6200.0;13301.0;71.43;Apartamento
25270;Conjunto Comercial/Sala;Pilares;0;1;0;20;750.0;450.0;0.0;37.5;Apartamento
25271;Apartamento;Botafogo;3;2;1;125;5900.0;1300.0;2880.0;47.2;Apartamento
25272;Apartamento;Copacabana;2;1;0;66;2500.0;830.0;90.0;37.88;Apartamento
25273;Apartamento;Copacabana;4;1;1;200;8500.0;2200.0;2500.0;42.5;Apartamento
25274;Apartamento;Botafogo;3;2;1;120;3650.0;1591.0;250.0;30.42;Apartamento
25275;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;900.0;800.0;136.0;25.0;Apartamento
25276;Apartamento;Botafogo;2;1;1;71;3500.0;875.0;0.0;49.3;Apartamento
25277;Apartamento;Campo Grande;3;1;0;77;1300.0;430.0;36.0;16.88;Apartamento
25278;Conjunto Comercial/Sala;Cidade Nova;0;3;0;797;55817.0;16737.0;0.0;70.03;Apartamento
25279;Apartamento;Copacabana;2;0;0;80;2800.0;459.0;177.0;35.0;Apartamento
25280;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;700.0;500.0;0.0;26.92;Apartamento
25281;Loteamento/Condomínio;Barra da Tijuca;0;0;0;645;40000.0;0.0;8255.0;62.02;Apartamento
25282;Apartamento;Barra da Tijuca;2;2;1;105;5500.0;1950.0;520.0;52.38;Apartamento
25283;Apartamento;Tijuca;3;0;1;126;2800.0;800.0;196.0;22.22;Apartamento
25284;Apartamento;Ipanema;3;1;1;110;12000.0;1870.0;0.0;109.09;Apartamento
25285;Apartamento;Ipanema;2;0;0;80;3200.0;720.0;198.0;40.0;Apartamento
25286;Casa de Condomínio;Guaratiba;3;1;1;65;1050.0;550.0;2.0;16.15;Casa
25287;Apartamento;Barra da Tijuca;3;1;2;120;8000.0;1840.0;0.0;66.67;Apartamento
25288;Conjunto Comercial/Sala;Centro;0;0;0;355;17000.0;3000.0;1000.0;47.89;Apartamento
25289;Flat;Botafogo;1;1;1;44;3000.0;1071.0;102.0;68.18;Apartamento
25290;Apartamento;Freguesia (Jacarepaguá);2;0;0;54;1200.0;300.0;0.0;22.22;Apartamento
25291;Casa;Campo Grande;3;1;1;122;1100.0;0.0;153.0;9.02;Casa
25292;Conjunto Comercial/Sala;Copacabana;0;0;0;58;3500.0;2200.0;1200.0;60.34;Apartamento
25293;Apartamento;Vila Kosmos;2;0;0;50;900.0;250.0;0.0;18.0;Apartamento
25294;Apartamento;Barra da Tijuca;4;3;2;400;7500.0;1785.0;922.0;18.75;Apartamento
25295;Quitinete;Centro;1;0;0;34;750.0;470.0;0.0;22.06;Apartamento
25296;Apartamento;Leblon;4;2;1;230;9500.0;3300.0;780.0;41.3;Apartamento
25297;Apartamento;Centro;2;0;0;62;1500.0;440.0;21.0;24.19;Apartamento
25298;Conjunto Comercial/Sala;Del Castilho;0;1;0;29;900.0;754.0;0.0;31.03;Apartamento
25299;Apartamento;Leblon;3;1;1;116;6800.0;1421.0;321.0;58.62;Apartamento
25300;Apartamento;Barra da Tijuca;1;1;1;70;2150.0;1136.0;260.0;30.71;Apartamento
25301;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;600.0;800.0;164.0;27.27;Apartamento
25302;Galpão/Depósito/Armazém;Guaratiba;0;0;0;150;3500.0;0.0;0.0;23.33;Apartamento
25303;Apartamento;Leblon;3;0;0;115;3800.0;1020.0;240.0;33.04;Apartamento
25304;Apartamento;Recreio dos Bandeirantes;4;2;1;158;3800.0;1300.0;250.0;24.05;Apartamento
25305;Apartamento;Senador Vasconcelos;1;1;1;40;850.0;180.0;0.0;21.25;Apartamento
25306;Apartamento;Campo Grande;2;1;1;66;1400.0;485.0;20.0;21.21;Apartamento
25307;Apartamento;Botafogo;2;1;0;74;2900.0;950.0;140.0;39.19;Apartamento
25308;Apartamento;Jacarepaguá;2;1;1;72;1500.0;762.0;20.0;20.83;Apartamento
25309;Apartamento;Copacabana;2;0;1;65;5000.0;1000.0;90.0;76.92;Apartamento
25310;Apartamento;Barra da Tijuca;3;3;3;127;5500.0;2300.0;672.0;43.31;Apartamento
25311;Conjunto Comercial/Sala;Copacabana;0;0;0;50;1000.0;456.0;138.0;20.0;Apartamento
25312;Apartamento;Copacabana;2;0;0;75;2900.0;850.0;150.0;38.67;Apartamento
25313;Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;647;58230.0;14881.0;0.0;90.0;Apartamento
25314;Conjunto Comercial/Sala;Del Castilho;0;3;0;30;1000.0;800.0;312.0;33.33;Apartamento
25315;Apartamento;Recreio dos Bandeirantes;3;3;3;230;3800.0;628.0;6095.0;16.52;Apartamento
25316;Loja/Salão;Barra da Tijuca;0;4;0;200;15000.0;387.0;0.0;75.0;Apartamento
25317;Apartamento;Ipanema;4;2;4;240;15000.0;3500.0;902.0;62.5;Apartamento
25318;Casa Comercial;Laranjeiras;27;0;10;1000;13000.0;0.0;900.0;13.0;Apartamento
25319;Casa de Condomínio;Vargem Grande;2;2;1;120;2200.0;50.0;0.0;18.33;Casa
25320;Casa de Vila;Catumbi;1;0;0;45;900.0;0.0;6.0;20.0;Casa
25321;Apartamento;Botafogo;3;2;1;130;4200.0;1357.0;326.0;32.31;Apartamento
25322;Apartamento;Lins de Vasconcelos;2;1;1;52;800.0;499.0;35.0;15.38;Apartamento
25323;Apartamento;Tijuca;2;1;1;119;2500.0;1200.0;0.0;21.01;Apartamento
25324;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;3000.0;1230.0;240.0;85.71;Apartamento
25325;Apartamento;Barra da Tijuca;3;2;1;112;2950.0;1433.0;333.0;26.34;Apartamento
25326;Loja/Salão;Copacabana;0;0;0;43;3900.0;220.0;300.0;90.7;Apartamento
25327;Conjunto Comercial/Sala;Saúde;0;0;0;84;1400.0;743.0;50.0;16.67;Apartamento
25328;Apartamento;Copacabana;1;0;0;28;1800.0;750.0;0.0;64.29;Apartamento
25329;Apartamento;Botafogo;2;1;1;74;3000.0;915.0;85.0;40.54;Apartamento
25330;Prédio Inteiro;Campo Grande;0;15;0;600;20000.0;0.0;0.0;33.33;Apartamento
25331;Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;38.46;Apartamento
25332;Conjunto Comercial/Sala;Centro;0;0;0;550;20000.0;12003.0;2570.0;36.36;Apartamento
25333;Conjunto Comercial/Sala;Centro;0;3;0;400;32000.0;6000.0;1200.0;80.0;Apartamento
25334;Conjunto Comercial/Sala;Centro;0;0;0;354;19470.0;5950.0;1943.0;55.0;Apartamento
25335;Conjunto Comercial/Sala;Centro;0;0;0;194;6500.0;4535.0;312.0;33.51;Apartamento
25336;Conjunto Comercial/Sala;Botafogo;0;3;0;145;9800.0;2200.0;660.0;67.59;Apartamento
25337;Apartamento;Copacabana;3;1;1;100;3900.0;1506.0;0.0;39.0;Apartamento
25338;Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;109;7000.0;2582.0;594.0;64.22;Apartamento
25339;Apartamento;Copacabana;3;1;0;130;4200.0;896.0;258.0;32.31;Apartamento
25340;Apartamento;Jardim Botânico;4;2;1;190;7500.0;1757.0;0.0;39.47;Apartamento
25341;Conjunto Comercial/Sala;Ipanema;0;6;0;187;28000.0;5540.0;8804.0;149.73;Apartamento
25342;Apartamento;Barra da Tijuca;1;1;0;45;1700.0;1252.0;213.0;37.78;Apartamento
25343;Apartamento;Recreio dos Bandeirantes;2;1;1;74;2100.0;543.0;157.0;28.38;Apartamento
25344;Apartamento;Flamengo;1;0;0;50;1950.0;590.0;68.0;39.0;Apartamento
25345;Casa;Encantado;4;2;1;180;2200.0;0.0;248.0;12.22;Casa
25346;Apartamento;Leblon;2;1;0;97;4800.0;1005.0;195.0;49.48;Apartamento
25347;Apartamento;Copacabana;2;0;0;70;2100.0;777.0;160.0;30.0;Apartamento
25348;Apartamento;Ipanema;3;1;0;120;4800.0;1230.0;270.0;40.0;Apartamento
25349;Apartamento;São Conrado;3;2;1;155;4800.0;2050.0;450.0;30.97;Apartamento
25350;Casa;Tijuca;3;0;0;120;2900.0;206.0;0.0;24.17;Casa
25351;Casa;Abolição;2;0;0;360;2000.0;0.0;0.0;5.56;Casa
25352;Apartamento;Barra da Tijuca;3;2;2;250;5000.0;1330.0;700.0;20.0;Apartamento
25353;Apartamento;Jardim Botânico;1;1;0;40;2000.0;300.0;0.0;50.0;Apartamento
25354;Conjunto Comercial/Sala;Centro;0;0;0;100;6000.0;2000.0;0.0;60.0;Apartamento
25355;Flat;Lagoa;1;1;1;60;2500.0;1490.0;368.0;41.67;Apartamento
25356;Loja Shopping/ Ct Comercial;Copacabana;0;1;0;210;18000.0;1530.0;12494.0;85.71;Apartamento
25357;Apartamento;Méier;1;1;0;54;1200.0;534.0;10.0;22.22;Apartamento
25358;Apartamento;Barra da Tijuca;3;0;1;112;3600.0;1754.0;2320.0;32.14;Apartamento
25359;Apartamento;Barra da Tijuca;1;1;0;64;2200.0;1278.0;0.0;34.38;Apartamento
25360;Apartamento;Botafogo;3;1;1;110;3000.0;800.0;100.0;27.27;Apartamento
25361;Apartamento;Barra da Tijuca;2;1;2;110;5450.0;2600.0;500.0;49.55;Apartamento
25362;Loja/Salão;Tijuca;0;0;0;55;6500.0;264.0;331.0;118.18;Apartamento
25363;Apartamento;Copacabana;3;1;0;120;3650.0;1300.0;155.0;30.42;Apartamento
25364;Apartamento;Barra da Tijuca;2;2;1;110;5000.0;2300.0;650.0;45.45;Apartamento
25365;Apartamento;Barra da Tijuca;2;1;0;52;2100.0;698.0;860.0;40.38;Apartamento
25366;Apartamento;Copacabana;3;1;0;95;3250.0;986.0;0.0;34.21;Apartamento
25367;Apartamento;Maracanã;2;1;1;75;2200.0;820.0;98.0;29.33;Apartamento
25368;Casa;Joá;3;7;3;340;7500.0;1900.0;970.0;22.06;Casa
25369;Apartamento;Recreio dos Bandeirantes;3;2;2;126;3000.0;420.0;310.0;23.81;Apartamento
25370;Apartamento;Flamengo;1;0;0;38;1200.0;640.0;55.0;31.58;Apartamento
25371;Apartamento;Tanque;3;1;1;75;1400.0;650.0;0.0;18.67;Apartamento
25372;Apartamento;Tijuca;2;1;1;116;2600.0;850.0;0.0;22.41;Apartamento
25373;Galpão/Depósito/Armazém;Realengo;0;0;0;1800;45000.0;0.0;0.0;25.0;Apartamento
25374;Apartamento;Recreio dos Bandeirantes;2;0;1;86;1500.0;468.0;155.0;17.44;Apartamento
25375;Apartamento;Tijuca;3;1;0;129;1600.0;850.0;116.0;12.4;Apartamento
25376;Apartamento;Tijuca;1;0;1;62;1800.0;550.0;0.0;29.03;Apartamento
25377;Loja/Salão;Ipanema;0;0;0;27;2400.0;0.0;430.0;88.89;Apartamento
25378;Conjunto Comercial/Sala;Centro;0;0;0;450;45000.0;15300.0;0.0;100.0;Apartamento
25379;Apartamento;Barra da Tijuca;4;4;1;330;20000.0;4845.0;1457.0;60.61;Apartamento
25380;Apartamento;Recreio dos Bandeirantes;2;2;1;88;2000.0;706.0;168.0;22.73;Apartamento
25381;Apartamento;Barra da Tijuca;2;1;0;59;1600.0;660.0;50.0;27.12;Apartamento
25382;Conjunto Comercial/Sala;Centro;0;0;0;55;2640.0;1150.0;250.0;48.0;Apartamento
25383;Casa;Tijuca;7;4;0;400;10000.0;0.0;283.0;25.0;Casa
25384;Apartamento;Padre Miguel;2;0;0;50;700.0;30.0;0.0;14.0;Apartamento
25385;Loja/Salão;Centro;0;0;0;155;8500.0;640.0;0.0;54.84;Apartamento
25386;Quitinete;Copacabana;0;0;0;40;1550.0;614.0;25.0;38.75;Apartamento
25387;Galpão/Depósito/Armazém;Recreio dos Bandeirantes;0;0;0;500;10000.0;0.0;0.0;20.0;Apartamento
25388;Apartamento;Copacabana;3;1;0;330;5500.0;2300.0;0.0;16.67;Apartamento
25389;Quitinete;Botafogo;1;0;0;35;1600.0;400.0;0.0;45.71;Apartamento
25390;Apartamento;Tijuca;2;1;1;70;1300.0;1250.0;100.0;18.57;Apartamento
25391;Apartamento;Botafogo;3;1;1;105;5800.0;1353.0;281.0;55.24;Apartamento
25392;Loja/Salão;Centro;0;0;0;500;2000.0;0.0;1238.0;4.0;Apartamento
25393;Apartamento;Tijuca;2;0;0;61;1500.0;640.0;5490.0;24.59;Apartamento
25394;Casa;Campo Grande;2;1;2;74;1200.0;0.0;0.0;16.22;Casa
25395;Apartamento;Vila da Penha;2;1;0;72;1300.0;700.0;100.0;18.06;Apartamento
25396;Apartamento;Tijuca;2;0;0;80;1200.0;580.0;0.0;15.0;Apartamento
25397;Apartamento;Leblon;4;2;1;179;5500.0;3990.0;485.0;30.73;Apartamento
25398;Apartamento;Barra da Tijuca;2;2;2;85;4000.0;2100.0;389.0;47.06;Apartamento
25399;Apartamento;Barra da Tijuca;4;3;4;231;15000.0;2604.0;472.0;64.94;Apartamento
25400;Conjunto Comercial/Sala;Madureira;0;0;0;19;850.0;270.0;24.0;44.74;Apartamento
25401;Flat;Leblon;2;1;1;75;6500.0;2200.0;170.0;86.67;Apartamento
25402;Conjunto Comercial/Sala;Taquara;0;1;0;22;1000.0;350.0;0.0;45.45;Apartamento
25403;Apartamento;Tijuca;3;2;1;92;1900.0;900.0;0.0;20.65;Apartamento
25404;Apartamento;Copacabana;4;0;0;200;4800.0;1700.0;314.0;24.0;Apartamento
25405;Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;34;1000.0;1750.0;710.0;29.41;Apartamento
25406;Conjunto Comercial/Sala;Centro;0;0;0;140;3500.0;2000.0;670.0;25.0;Apartamento
25407;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;46;1300.0;1071.0;134.0;28.26;Apartamento
25408;Apartamento;Ipanema;3;2;1;160;8000.0;2200.0;0.0;50.0;Apartamento
25409;Apartamento;Recreio dos Bandeirantes;2;1;1;79;1800.0;610.0;150.0;22.78;Apartamento
25410;Apartamento;Botafogo;3;1;0;112;3000.0;1228.0;163.0;26.79;Apartamento
25411;Galpão/Depósito/Armazém;Ramos;0;4;0;677;5400.0;300.0;0.0;7.98;Apartamento
25412;Conjunto Comercial/Sala;Centro;0;0;0;270;8000.0;2800.0;1249.0;29.63;Apartamento
25413;Prédio Inteiro;Ipanema;0;0;0;290;20000.0;0.0;1405.0;68.97;Apartamento
25414;Apartamento;Madureira;1;1;0;60;650.0;220.0;0.0;10.83;Apartamento
25415;Apartamento;Copacabana;1;0;0;38;1300.0;482.0;0.0;34.21;Apartamento
25416;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1100.0;888.0;0.0;28.95;Apartamento
25417;Apartamento;Leblon;3;1;1;130;6000.0;2600.0;390.0;46.15;Apartamento
25418;Loja/Salão;Freguesia (Jacarepaguá);0;0;0;330;5900.0;0.0;10514.0;17.88;Apartamento
25419;Apartamento;Barra da Tijuca;2;0;1;85;2500.0;2000.0;299.0;29.41;Apartamento
25420;Apartamento;Vila da Penha;1;1;0;48;1100.0;150.0;0.0;22.92;Apartamento
25421;Apartamento;Grajaú;2;1;0;60;1300.0;879.0;72.0;21.67;Apartamento
25422;Loja/Salão;Ipanema;0;0;0;35;1500.0;759.0;243.0;42.86;Apartamento
25423;Apartamento;Centro;1;0;0;34;1000.0;600.0;129.0;29.41;Apartamento
25424;Conjunto Comercial/Sala;Madureira;0;1;0;24;800.0;450.0;0.0;33.33;Apartamento
25425;Conjunto Comercial/Sala;Botafogo;0;7;0;374;35000.0;14691.0;0.0;93.58;Apartamento
25426;Apartamento;Leblon;3;1;1;81;3500.0;1212.0;295.0;43.21;Apartamento
25427;Apartamento;Ipanema;3;1;0;97;4000.0;1157.0;0.0;41.24;Apartamento
25428;Casa;Santa Teresa;1;0;0;60;1300.0;0.0;85.0;21.67;Casa
25429;Apartamento;Glória;1;1;0;75;1900.0;800.0;188.0;25.33;Apartamento
